user_id,dtw_id,rating
1,84,4.8
1,96,4.5
2,98,3.3
2,73,4.3
2,35,4.3
2,45,4.3
2,21,4.0
2,35,5.0
2,48,4.7
3,103,3.6
3,96,4.1
3,96,3.1
3,53,4.5
3,30,4.8
3,27,4.4
3,2,4.8
3,25,3.6
3,2,3.8
4,28,5.0
4,93,4.3
4,33,4.8
4,96,4.1
4,25,4.9
4,82,5.0
4,7,3.2
4,85,4.7
4,27,3.6
5,65,4.0
5,104,4.8
5,16,3.3
5,95,3.1
5,29,3.4
5,17,4.5
5,37,3.5
6,25,3.8
6,92,3.8
6,32,4.8
6,5,3.6
6,8,4.6
6,49,4.2
6,13,3.0
7,64,3.1
7,86,4.5
7,84,3.2
7,96,4.5
7,88,3.3
7,59,3.9
7,70,3.6
7,55,3.9
7,7,4.8
7,42,4.0
8,10,4.9
8,11,3.6
8,27,3.7
8,57,3.2
8,75,3.8
8,7,4.8
8,33,3.7
8,1,4.8
8,82,4.7
9,26,3.7
9,78,3.8
9,11,4.5
9,105,4.7
9,94,4.6
9,1,4.6
9,23,3.6
10,89,3.9
10,56,4.1
10,49,3.7
10,56,5.0
10,45,3.2
10,18,4.9
10,76,3.8
10,40,3.4
11,10,4.6
11,26,4.7
11,24,3.2
11,19,4.4
11,33,4.5
11,30,3.8
11,7,4.9
11,56,3.5
12,56,3.7
12,56,4.8
12,15,3.8
12,48,4.0
12,97,3.2
13,100,4.8
13,64,4.1
13,74,4.3
13,73,3.9
13,77,3.8
13,74,4.6
13,72,4.0
13,38,4.1
14,99,3.1
14,36,4.2
14,63,4.1
14,53,3.6
14,87,4.0
14,87,4.3
14,10,4.1
14,15,3.8
15,18,4.4
15,15,4.6
16,106,3.8
16,27,4.0
16,26,3.4
16,59,4.3
16,1,3.3
16,48,3.3
16,15,3.3
17,98,3.3
17,78,3.0
17,105,4.2
17,12,4.8
17,80,3.4
18,97,3.7
18,88,3.7
19,39,3.4
19,46,5.0
20,61,3.2
20,6,4.5
20,89,3.6
20,61,3.6
20,35,3.1
20,65,4.7
20,62,3.2
20,15,3.6
20,94,4.8
21,23,3.2
21,70,3.1
21,50,4.5
21,44,3.4
21,6,4.3
21,49,4.3
21,24,3.3
21,74,3.0
22,15,4.3
22,82,3.2
22,17,4.8
22,10,3.9
22,31,3.2
23,69,4.6
23,28,4.1
23,93,3.0
23,74,3.9
23,2,3.0
23,89,3.0
23,53,4.1
23,43,4.9
24,35,3.4
24,33,3.7
24,19,3.5
24,69,4.5
24,48,4.0
24,77,3.1
24,45,4.3
24,26,3.5
24,20,3.6
25,96,4.4
25,106,3.8
25,19,3.7
25,66,4.6
25,106,3.2
25,58,3.0
26,19,3.5
26,20,4.3
26,45,4.5
26,66,3.6
26,23,4.4
27,1,4.3
27,59,4.9
28,86,4.4
28,54,3.8
28,53,3.7
28,55,4.1
28,33,4.4
28,50,3.2
29,85,3.6
29,68,3.1
29,52,4.9
30,25,3.6
30,77,3.8
30,17,3.9
30,88,4.4
30,28,4.7
30,67,4.0
30,78,4.6
30,39,3.8
31,40,3.2
31,83,3.4
32,64,4.9
32,15,3.4
32,95,4.0
32,3,4.1
32,34,4.4
32,21,4.6
32,74,3.0
32,54,4.5
32,10,4.4
32,19,4.1
33,2,3.1
33,36,3.1
33,97,3.7
33,29,4.9
33,67,3.8
33,78,4.2
33,104,3.3
34,88,4.9
34,103,3.8
34,62,4.1
34,37,3.3
34,59,4.1
34,3,3.7
34,32,4.7
34,61,3.8
34,89,4.1
34,54,4.1
35,72,3.7
35,42,4.3
36,86,3.8
36,5,4.9
36,106,4.3
36,57,4.0
36,103,3.2
36,55,3.9
36,93,3.3
37,21,3.6
37,63,4.7
37,58,4.0
37,74,3.0
37,74,4.0
37,25,4.5
37,95,4.8
37,45,3.2
38,97,4.2
38,23,5.0
38,6,4.1
38,41,3.4
38,99,3.7
38,5,3.8
38,40,4.9
38,66,4.3
38,41,4.5
38,43,5.0
39,10,4.4
39,28,4.7
39,33,3.3
39,46,3.6
39,7,4.8
39,35,3.8
39,3,4.7
39,39,4.4
39,25,3.1
40,105,3.6
40,78,4.6
40,11,4.2
40,84,4.7
40,70,4.8
40,92,4.2
40,19,4.5
40,4,3.2
40,95,4.5
40,66,4.0
41,40,4.9
41,85,4.0
41,27,4.2
41,54,3.4
42,47,4.2
42,35,3.0
42,92,4.7
42,90,3.9
42,82,4.9
42,77,5.0
42,69,3.7
42,72,3.3
42,65,4.6
43,70,4.2
43,44,3.1
43,106,3.4
43,71,3.7
44,21,3.2
44,58,4.9
44,46,4.8
45,75,3.6
45,76,4.3
45,42,4.2
45,1,4.6
45,49,3.6
45,64,4.5
45,47,4.5
46,9,4.9
46,48,3.7
46,55,3.9
46,22,4.7
47,55,4.9
47,56,3.8
47,19,3.8
47,99,3.7
48,68,3.1
48,42,4.7
48,36,4.0
48,54,4.9
48,102,4.1
48,35,3.4
49,78,3.6
49,3,3.9
49,37,3.0
49,5,4.4
49,75,4.0
49,71,3.2
49,52,4.6
49,38,3.4
50,20,3.2
50,46,4.6
50,54,4.0
50,4,3.4
50,78,3.0
50,68,5.0
50,45,3.3
50,39,4.0
51,85,4.9
51,53,3.5
51,103,3.1
51,40,3.6
51,32,3.2
51,78,3.4
51,82,3.4
51,70,3.1
52,59,4.3
52,8,3.6
52,65,4.1
52,92,4.4
52,33,4.2
53,22,3.9
53,68,3.1
53,7,4.9
53,44,4.8
53,92,3.1
53,77,4.6
53,75,4.6
53,3,3.5
54,79,3.7
54,5,3.3
54,76,4.3
54,60,4.1
54,24,4.5
55,12,4.3
55,20,3.8
55,58,5.0
56,89,4.1
56,105,3.8
56,45,3.1
56,102,4.1
56,86,3.3
56,31,3.4
57,70,4.3
57,82,3.9
57,8,4.3
57,75,4.4
57,26,4.6
57,39,3.2
57,21,4.4
58,1,4.1
58,23,4.2
58,97,4.3
58,96,4.1
58,46,4.0
59,20,4.0
59,106,4.6
59,11,3.9
59,98,3.5
59,52,3.1
59,59,3.0
59,101,3.5
60,56,3.9
60,36,3.7
61,100,3.4
61,87,3.8
62,27,3.8
62,63,4.9
62,33,3.6
63,14,4.3
63,80,3.7
63,61,4.6
64,32,4.8
64,106,4.8
64,38,4.3
64,25,4.9
64,8,3.9
64,27,4.4
64,38,3.4
64,80,4.9
64,32,4.3
64,59,4.2
65,41,4.1
65,24,3.9
65,105,4.4
65,37,4.7
65,68,3.5
65,47,4.0
65,20,4.4
65,10,3.4
65,59,3.8
65,2,4.8
66,12,4.4
66,66,4.5
66,83,3.6
66,103,4.8
67,44,3.7
67,25,3.4
67,63,4.9
67,88,3.7
67,88,4.3
67,65,4.7
67,73,4.6
67,18,4.6
67,16,4.8
68,40,4.2
68,103,4.9
69,94,4.6
69,96,4.3
69,81,3.4
69,44,3.1
69,44,3.5
69,75,4.4
69,5,3.8
69,48,4.0
69,5,3.3
70,62,3.7
70,12,4.6
70,62,3.7
70,34,4.8
70,87,4.1
70,102,3.9
70,17,5.0
70,22,3.7
70,93,3.1
70,62,4.2
71,61,4.2
71,88,3.1
71,6,3.9
71,76,4.7
72,18,3.2
72,50,3.5
72,5,4.4
72,31,4.7
72,101,3.9
72,16,3.4
73,55,4.9
73,15,3.1
73,31,4.4
73,65,3.1
73,44,3.4
73,6,3.8
73,13,4.8
73,98,3.5
73,53,3.5
73,31,4.2
74,6,3.8
74,18,4.4
74,101,3.7
74,100,4.3
74,92,3.1
75,27,3.9
75,78,4.5
75,42,4.1
75,82,4.2
75,35,3.7
75,98,4.8
75,81,4.3
75,18,3.2
75,48,4.6
75,9,4.0
76,72,4.5
76,21,3.9
76,27,4.3
76,57,3.1
76,100,4.9
76,99,3.6
76,4,4.6
76,15,4.9
77,1,3.7
77,45,4.1
77,6,4.3
77,47,4.7
77,29,4.9
77,26,4.1
77,70,4.9
78,15,3.4
78,33,4.5
78,12,4.1
78,17,4.1
79,85,3.6
79,59,4.6
79,31,4.1
80,89,4.9
80,89,3.5
80,61,4.7
80,55,3.4
81,38,4.9
81,41,3.0
81,10,4.9
81,93,4.7
81,96,4.5
82,85,4.3
82,4,4.9
82,18,4.5
82,85,3.2
82,40,4.6
82,15,4.0
82,17,3.8
82,65,4.0
82,67,4.6
82,83,4.0
83,17,4.0
83,76,3.4
83,39,3.8
83,11,3.1
83,30,3.2
83,30,4.9
83,19,4.8
83,11,3.5
83,81,4.3
83,91,4.8
84,40,5.0
84,90,3.5
84,23,3.2
84,79,3.5
84,29,3.2
84,2,4.4
84,67,3.8
84,27,4.2
85,80,3.9
85,21,4.3
86,81,4.1
86,67,3.1
86,27,4.9
87,84,4.0
87,69,3.7
87,102,5.0
87,89,3.4
87,72,4.1
87,48,4.8
87,34,3.6
87,90,4.3
88,68,3.5
88,36,3.7
88,98,3.3
88,86,3.6
88,38,3.6
88,105,4.0
88,10,4.1
89,56,4.1
89,97,3.3
89,46,3.4
89,72,3.2
89,92,4.0
89,41,4.4
90,27,4.2
90,72,4.0
90,52,4.5
90,103,4.3
90,82,3.1
90,102,4.2
90,94,4.5
91,34,3.6
91,31,5.0
91,54,3.5
91,90,3.0
91,49,3.8
91,60,3.6
91,94,4.5
92,42,4.7
92,60,4.7
92,102,3.9
93,41,4.9
93,39,3.4
94,26,3.0
94,57,3.2
94,37,3.8
94,38,4.3
94,100,3.6
95,57,4.8
95,37,4.4
95,29,4.4
95,69,3.6
95,1,4.7
95,82,4.8
95,24,4.5
95,20,3.1
95,54,4.6
96,25,3.8
96,103,4.3
96,34,3.1
97,101,3.3
97,31,3.3
97,96,3.2
98,62,4.9
98,53,3.0
98,46,3.7
98,57,4.5
98,101,3.0
98,39,3.5
98,21,4.5
98,61,4.8
99,45,4.3
99,24,4.5
99,66,3.7
99,43,3.8
99,20,3.5
99,73,3.5
99,33,4.6
99,93,3.5
99,60,4.8
99,17,3.1
100,14,4.6
100,23,4.0
101,14,3.2
101,40,4.4
101,9,4.2
101,69,4.6
101,56,4.8
102,76,4.5
102,67,3.6
102,55,4.7
102,6,3.7
102,2,3.5
103,102,3.5
103,99,4.2
103,19,4.8
103,7,5.0
103,8,4.6
103,5,4.2
103,56,3.6
103,50,3.7
104,5,4.1
104,81,3.8
104,78,4.4
104,13,4.9
104,101,3.8
104,12,4.8
104,14,4.8
104,15,3.7
104,105,3.7
104,2,4.6
105,63,3.5
105,39,3.8
106,97,4.6
106,64,4.7
106,40,4.0
106,39,3.7
106,5,3.1
106,7,3.3
106,74,3.1
106,6,3.7
106,70,4.3
106,32,4.3
107,15,4.1
107,59,4.4
107,58,3.5
107,2,5.0
107,78,3.4
107,5,4.5
107,102,3.7
107,49,3.2
108,23,4.6
108,95,3.7
108,106,5.0
108,19,4.7
108,79,3.2
108,19,3.3
109,32,4.6
109,104,4.4
109,66,3.9
110,22,3.1
110,93,3.6
110,46,3.1
110,6,4.7
110,64,3.3
110,80,4.8
110,35,3.8
111,71,3.3
111,42,4.4
111,26,4.2
112,1,4.0
112,52,4.2
112,10,5.0
112,96,3.8
112,52,4.7
112,44,4.0
112,79,3.5
112,63,4.0
112,90,3.8
113,39,4.8
113,22,3.8
113,24,4.0
113,105,3.7
113,97,3.1
113,65,4.5
114,54,4.9
114,103,4.8
114,16,4.7
114,74,4.8
114,19,3.7
114,37,4.3
114,30,3.7
114,30,3.3
115,74,3.7
115,90,3.8
115,15,4.6
115,71,3.3
115,33,4.3
115,5,4.8
116,50,3.4
116,23,3.2
116,80,4.9
116,30,4.6
117,99,3.0
117,10,4.1
117,3,4.1
117,97,3.6
117,20,4.6
117,59,3.1
117,82,4.2
117,75,4.2
118,74,3.3
118,70,3.2
118,58,3.9
118,48,3.9
118,38,3.5
118,91,4.6
118,64,4.4
118,22,4.8
118,30,3.5
119,34,4.5
119,72,4.0
119,20,4.0
119,95,4.7
119,72,4.3
119,43,3.4
119,16,4.2
119,57,4.9
119,47,4.6
119,48,3.5
120,88,3.2
120,23,3.7
120,24,3.8
120,14,3.4
120,71,3.5
120,84,3.6
120,32,3.5
121,78,4.0
121,90,3.3
122,18,5.0
122,26,4.0
122,41,3.5
122,13,4.4
122,62,3.8
123,14,3.5
123,48,3.2
123,17,3.3
123,24,4.6
123,47,4.7
123,56,3.1
123,89,4.2
123,58,4.8
123,84,3.3
123,65,3.7
124,44,4.5
124,45,4.7
124,38,5.0
124,3,3.4
124,72,4.7
124,61,4.3
125,27,3.0
125,95,3.9
125,5,4.9
125,93,3.7
125,54,4.9
125,38,3.1
125,9,4.6
125,38,3.6
125,60,4.2
126,62,3.8
126,71,3.6
126,75,3.8
126,44,4.4
126,14,4.5
126,62,3.1
126,69,3.1
126,82,4.6
127,5,3.7
127,16,3.7
127,81,4.0
127,105,4.8
128,73,3.7
128,83,4.6
128,27,4.0
128,78,4.4
129,95,3.9
129,65,3.3
129,4,4.3
129,4,4.4
129,49,3.7
129,105,4.1
129,44,4.3
130,3,3.1
130,79,4.2
130,34,4.7
130,93,4.6
130,77,4.0
130,26,3.7
130,102,4.8
130,29,4.5
130,100,4.8
131,103,4.1
131,54,4.6
132,18,3.2
132,17,3.7
132,98,3.9
132,16,3.0
132,7,4.3
133,69,4.6
133,104,3.4
133,18,4.6
133,87,4.1
133,24,3.7
133,28,4.4
134,23,4.1
134,29,3.3
134,65,3.3
134,6,3.1
134,103,3.3
134,36,3.6
134,27,3.9
134,46,4.3
134,34,3.0
135,12,3.7
135,25,4.6
135,20,3.3
135,80,3.1
135,62,3.9
135,21,3.5
135,61,3.7
135,2,3.9
136,55,3.3
136,81,3.4
136,30,3.6
137,36,3.9
137,93,3.7
138,45,4.3
138,84,4.0
138,7,3.3
138,50,3.3
138,101,3.9
138,17,3.9
138,82,4.3
138,75,3.4
139,103,4.0
139,53,4.0
139,28,4.9
139,5,4.4
139,33,4.5
139,86,4.4
139,89,3.1
139,51,4.6
140,76,4.8
140,47,4.7
140,18,3.4
140,64,4.9
140,6,4.4
140,93,4.3
140,75,3.6
140,37,3.3
140,35,3.9
140,27,3.8
141,38,3.7
141,43,4.3
141,26,4.8
141,7,3.6
141,42,4.4
141,77,4.1
141,69,4.1
141,36,3.2
141,57,3.6
142,82,3.4
142,91,4.8
142,86,4.5
142,26,3.2
142,50,3.2
143,18,4.2
143,62,3.5
143,2,3.6
143,74,3.5
144,75,4.3
144,12,4.4
145,28,3.7
145,29,3.4
145,76,3.7
145,27,4.9
145,76,4.4
145,84,3.6
145,26,4.8
145,16,3.6
145,81,3.9
146,28,3.2
146,61,3.3
146,35,4.7
146,79,3.8
146,12,3.2
146,22,4.6
146,50,4.9
146,101,3.4
147,26,3.4
147,86,4.3
148,40,4.5
148,35,4.7
148,41,4.6
149,9,3.6
149,88,3.0
149,47,4.2
149,82,4.7
149,18,4.1
149,47,5.0
149,31,4.4
149,20,3.9
149,40,3.1
149,67,3.0
150,4,4.6
150,4,3.2
150,69,4.4
150,86,4.8
150,50,3.5
150,25,4.0
151,99,3.5
151,95,4.0
151,59,3.6
151,64,3.4
152,63,4.3
152,61,4.7
152,96,3.6
152,51,4.6
152,29,4.4
152,59,5.0
152,27,4.0
152,30,3.3
152,26,3.3
153,72,3.0
153,32,3.6
153,93,4.4
153,77,4.7
153,1,4.4
153,42,3.0
153,35,3.2
153,82,3.3
153,14,4.0
154,96,3.5
154,12,4.7
154,3,3.3
154,106,4.9
154,76,4.6
154,86,3.2
154,84,4.7
154,79,3.0
154,12,3.6
155,103,3.2
155,69,4.3
155,49,4.7
155,29,4.7
155,7,3.9
156,39,3.8
156,32,4.1
156,79,4.8
156,92,4.5
157,39,4.9
157,46,3.4
157,43,3.8
158,51,4.9
158,66,3.6
158,53,4.4
158,18,3.8
158,35,4.6
158,23,3.7
158,20,3.8
158,91,5.0
159,89,3.6
159,89,4.4
159,74,4.2
159,29,4.2
159,75,3.3
159,104,3.8
159,101,3.8
160,88,3.4
160,3,3.6
160,85,3.0
160,52,4.5
160,84,4.7
160,26,3.4
160,92,3.5
160,61,3.7
160,95,3.5
161,32,4.8
161,10,3.5
161,2,4.3
161,75,4.4
161,18,4.3
161,60,3.6
161,68,3.4
161,26,4.0
161,58,3.9
162,101,4.1
162,50,4.4
162,62,3.7
162,57,4.4
162,32,4.8
162,83,4.4
162,41,3.2
162,93,3.3
163,42,4.6
163,67,3.3
164,31,3.4
164,92,3.3
164,36,3.3
164,51,4.4
164,13,4.7
164,24,4.5
164,15,3.1
164,38,4.5
164,36,4.0
164,11,4.3
165,54,3.2
165,4,4.8
165,61,4.1
165,62,4.3
165,49,3.0
165,16,4.1
166,44,5.0
166,55,4.2
166,10,4.2
166,56,4.1
166,32,4.6
166,19,4.5
166,47,3.9
166,89,4.1
166,44,3.9
167,86,4.7
167,54,3.5
167,32,4.1
167,85,4.5
167,80,4.8
167,8,3.0
167,61,3.6
167,8,4.1
168,9,4.6
168,45,3.8
169,88,3.2
169,20,3.7
169,57,4.3
169,80,4.8
169,30,3.1
169,71,3.6
169,37,4.7
169,92,3.7
169,26,3.3
170,106,5.0
170,35,4.3
170,34,3.9
171,101,4.3
171,24,3.7
171,33,3.5
171,97,3.8
171,18,4.0
171,47,4.9
171,73,4.8
171,7,3.2
172,20,4.3
172,71,3.5
172,84,3.3
172,17,3.2
172,84,3.6
172,49,4.6
172,92,3.6
172,78,3.2
173,3,4.5
173,104,3.5
173,93,4.4
173,43,3.4
173,90,3.5
174,69,4.7
174,11,3.5
175,92,4.2
175,97,3.4
176,68,4.8
176,33,4.6
176,18,3.5
176,90,4.3
176,97,4.1
176,47,3.1
177,69,4.1
177,19,4.2
177,1,3.3
177,37,4.6
178,30,3.3
178,9,3.5
178,4,3.5
178,23,3.5
178,60,3.5
178,27,3.1
178,96,3.7
178,16,3.6
178,38,3.5
178,20,3.5
179,99,3.5
179,32,3.6
180,100,4.6
180,33,4.7
180,102,4.4
180,79,4.7
180,67,3.1
180,106,4.0
181,34,4.2
181,46,3.6
181,59,4.5
181,96,4.7
181,57,4.7
181,35,3.0
181,30,3.2
181,49,4.2
182,5,3.9
182,99,4.1
182,32,3.2
183,93,4.4
183,16,4.7
184,38,4.8
184,17,3.4
184,32,3.5
184,10,4.0
184,17,4.5
184,15,3.9
184,22,4.9
184,48,3.2
184,33,4.9
185,32,4.6
185,1,4.5
185,6,4.1
185,23,4.8
185,63,4.4
185,28,5.0
185,97,4.8
185,65,4.0
185,20,3.6
186,15,4.7
186,43,4.0
186,49,3.8
186,9,3.4
186,25,4.6
186,78,4.5
186,88,3.7
187,82,3.6
187,82,4.6
187,78,4.4
187,62,3.8
187,45,4.9
187,19,4.4
188,25,3.9
188,102,3.6
188,28,3.4
188,27,3.5
188,28,4.0
188,72,4.0
188,67,3.7
188,49,4.8
189,100,4.5
189,47,3.1
189,20,4.6
189,49,5.0
189,13,3.5
189,14,3.0
189,74,4.1
189,55,3.3
190,104,3.8
190,2,4.2
190,74,4.1
190,93,4.4
191,82,4.3
191,71,4.9
191,26,3.4
191,86,3.5
191,29,4.6
191,74,4.8
191,85,3.6
191,75,3.1
191,62,4.0
191,84,3.2
192,100,4.5
192,99,3.9
193,72,3.6
193,65,3.8
193,44,4.8
193,60,3.3
193,56,3.3
193,5,3.8
194,77,3.3
194,23,3.6
194,52,3.6
194,70,4.8
194,39,3.8
194,97,3.7
194,48,4.1
194,47,4.4
195,39,3.8
195,68,4.2
196,91,4.8
196,57,3.2
196,59,4.4
196,19,3.4
197,49,4.6
197,50,3.9
198,97,3.4
198,77,3.7
198,36,4.0
198,105,4.7
198,82,3.9
198,72,3.3
199,83,3.4
199,39,4.3
199,51,3.0
199,81,4.5
199,58,3.3
199,74,3.3
199,37,5.0
199,77,3.5
199,20,4.3
199,86,4.3
200,93,3.0
200,32,4.4
200,34,4.5
200,35,3.1
200,47,3.3
200,25,3.4
